 0.00729927 0.021881837 0.010844307 0.022127053 0.055061657 
verdi 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
technique 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0040149125 
weckl 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
times 9.1240875E-4 0.0021881838 0.0015491867 7.1377587E-4 5.735589E-4 
teaches 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
teacher 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0037281332 
wellthese 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
SRV 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
today 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
busy 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
design 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
working 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0014338973 
construction 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
cadre 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
lane 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
knowledgable 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
tunes 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
comments 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
performing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
italian 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
vigour 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
dexterity 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
leonard 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
skillthrough 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
DVD 0.0027372262 0.0065645515 0.00232378 0.0028551035 0.015199312 
PG 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
chord 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 8.603384E-4 
reunion 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
fantastic 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
kotzen 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
interested 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
wall 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
reason 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
caught 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
thought 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
concert 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
scaleone 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
johnson 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
professional 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
skills 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
decided 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
jam 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
builds 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
repertoire 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
state 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
dough 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
portions 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
CDDVD 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
INSTRUCTION 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
songsthe 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
tuning 9.1240875E-4 7.293946E-4 7.745933E-4 0.0021413276 2.8677945E-4 
arpeggios 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
began 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
want 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0020074563 
expected 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
pace 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
bueno 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
drummers 9.1240875E-4 7.293946E-4 7.745933E-4 0.0035688793 8.603384E-4 
courtesy 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
recognize 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
n_received 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
labels 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
thatthe 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
slow 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 0.0011471178 
difference 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
styles 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_make 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
eddie 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
thirty 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
sweeping 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_hear 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
relapsing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
complexity 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
perfectly 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
n_issues 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
entertainment 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
goofy 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
gradingageskill 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
instructional 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 0.0031545742 
recommend 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 0.0022942356 
musicianaida 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
dollars 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
giving 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
facts 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
childfriendly 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
worth 9.1240875E-4 0.0021881838 0.0015491867 7.1377587E-4 0.0014338973 
moment 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
pop 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
SD 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
found 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 0.0017206768 
scenario 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
builder 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
carin 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
takes 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
funny 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
situation 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
kids 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
latest 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
ericclapton 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
arduousness 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
surplus 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
noticed 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
n_go 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
giovanni 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
stuffed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
haughty 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
watch 9.1240875E-4 7.293946E-4 0.00232378 0.0021413276 8.603384E-4 
pentatonic 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 8.603384E-4 
absolute 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_hit 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
TO 0.0027372262 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
thing 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0011471178 
feelings 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
slides 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
clips 9.1240875E-4 0.0021881838 0.0015491867 0.0014275517 2.8677945E-4 
jazz 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
nocturnes 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
pulloffs 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 2.8677945E-4 
n_seen 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
run 9.1240875E-4 0.0014587892 0.0015491867 7.1377587E-4 2.8677945E-4 
n_subtitles 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
patittucci 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
anymore 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
someplace 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
pharaoh 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
intermed 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_place 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
mouse 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
hal 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
disappointed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
white 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 5.735589E-4 
differing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
school 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
things 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0017206768 
basically 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
registers 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
hat 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
solfeggio 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
helpful 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
starts 9.1240875E-4 0.0021881838 7.745933E-4 0.0014275517 5.735589E-4 
n_power 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
dust 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
n_know 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
budget 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
offers 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
fretboard 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
actual 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
strengthflexibilityindependence 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
n_say 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
pronounced 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
trapped 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
footage 0.0018248175 7.293946E-4 7.745933E-4 0.0035688793 8.603384E-4 
widely 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
eric 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0028677946 
doubt 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
develop 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
pro 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
audiance 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
watched 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
improving 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
involved 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_doubt 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
leads 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
tablaturewhat 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
NAMM 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
carefull 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
playing 0.0018248175 0.0029175784 0.0015491867 0.004282655 0.01061084 
assume 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
updated 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
full 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
megaspeed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
grooves 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
string 9.1240875E-4 0.0021881838 7.745933E-4 0.0021413276 0.0014338973 
book 9.1240875E-4 0.0029175784 7.745933E-4 0.0021413276 0.0040149125 
concept 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
motivation 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
show 0.0027372262 0.0014587892 7.745933E-4 7.1377587E-4 0.0011471178 
aspects 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
edition 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
description 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 2.8677945E-4 
effort 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
video 0.0018248175 0.0051057623 0.010844307 0.0035688793 0.0051620305 
house 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
leftovers 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
usable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
radames 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
feetgoodbye 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
documenting 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
ends 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
overcame 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
offerings 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
early 9.1240875E-4 0.0021881838 7.745933E-4 7.1377587E-4 0.0014338973 
hours 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
toys 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
breaks 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
learned 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 0.0011471178 
yes 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
start 9.1240875E-4 7.293946E-4 0.0015491867 0.0014275517 0.0014338973 
purchase 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0011471178 
cairo 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
GCD 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
stars 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
advised 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
pair 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
versed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
succored 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
clarity 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
segmentstoo 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
delightful 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
typical 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
paid 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
initially 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
short 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
funky 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
time 9.1240875E-4 0.0029175784 0.0015491867 0.006423983 0.0028677946 
applications 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_teach 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
play 0.0018248175 0.003646973 0.0038729666 7.1377587E-4 0.006882707 
tampa 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
tipo 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
n_nt 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
boduch 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 8.603384E-4 
dvdit 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
roarrating 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
happy 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 0.0022942356 
quickly 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 0.0014338973 
paly 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
program 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
tips 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
put 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
proficiency 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
axe 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 5.735589E-4 
PLAY 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
piano 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0014338973 
fan 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
premise 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
options 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
circus 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
allotted 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
struggle 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
dispelling 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
generation 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
give 9.1240875E-4 0.0014587892 0.0030983733 0.0028551035 2.8677945E-4 
item 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
partthe 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
sessions 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
someunable 0.0018248175 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
convincing 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
players 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 0.0014338973 
double 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
lesson 0.0018248175 7.293946E-4 7.745933E-4 0.0021413276 8.603384E-4 
pianokeyboard 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
geeky 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
analog 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
light 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
tiny 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
GET 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
n_see 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
style 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0017206768 
n_me 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
valuable 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
glissandi 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
masterful 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
artist 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
tabs 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 8.603384E-4 
exercise 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
teaching 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
dome 9.1240875E-4 0.0014587892 7.745933E-4 7.1377587E-4 2.8677945E-4 
smart 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
lot 9.1240875E-4 0.0021881838 0.00232378 0.0021413276 0.0017206768 
fuse 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
klangfarben 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
ways 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
premium 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
low 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
web 9.1240875E-4 7.293946E-4 0.00232378 7.1377587E-4 2.8677945E-4 
distinguishable 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
meant 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
editor 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
performer 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 8.603384E-4 
desire 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
classics 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
initial 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 2.8677945E-4 
rudimentary 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
OWN 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
urtext 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
vivaldi 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
showthe 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
great 9.1240875E-4 7.293946E-4 0.0030983733 0.0021413276 0.0065959278 
performed 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 0.0011471178 
wrong 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 5.735589E-4 
causality 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
TAB 9.1240875E-4 0.0014587892 7.745933E-4 0.0014275517 2.8677945E-4 
songs 0.003649635 0.003646973 0.00232378 7.1377587E-4 0.00544881 
fellow 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
organized 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
starsthumbs 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
summarize 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
certain 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
alot 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 5.735589E-4 
stuff 9.1240875E-4 7.293946E-4 7.745933E-4 0.0014275517 8.603384E-4 
small 9.1240875E-4 7.293946E-4 0.0015491867 7.1377587E-4 2.8677945E-4 
door 9.1240875E-4 7.293946E-4 7.745933E-4 7.1377587E-4 2.8677945E-4 
